V_A,V_B,T_B
1.2592838868544518,2.4732628298110955,46.83019201482978
1.2542710551725886,2.472550199055429,46.80926847726179
1.2492682206887324,2.471829849389924,46.78829140044721
1.244275383402883,2.4711018056550245,46.76726084288709
1.2392925433150406,2.4703660926231867,46.74617686184465
1.234319700425205,2.46962273499917,46.72503951335484
1.2293568547333762,2.4688717574203296,46.7038488522338
1.2244040062395545,2.4681131844569046,46.68260493208824
1.2194611549437395,2.4673470406123066,46.661307805324675
1.2145283008459316,2.466573350323405,46.63995752315855
1.2096054439461306,2.465792137960811,46.61855413562324
1.2046925842443363,2.465003427829162,46.59709769157898
1.199789721740549,2.4642072441673992,46.57558823872165
1.1948968564347688,2.4634036111490487,46.55402582359147
1.1900139883269953,2.4625925528824983,46.532410491581594
1.1851411174172288,2.4617740934112744,46.510742286946545
1.1802782437054693,2.4609482567143135,46.48902125281065
1.1754253671917165,2.4601150667062375,46.467247431176276
1.1705824878759707,2.4592745472376225,46.44542086293201
1.165749605758232,2.458426722095269,46.42354158786075
1.1609267208385,2.45757161500247,46.401609644647635
1.1561138331167748,2.456709249619275,46.37962507088798
1.1513109425930568,2.455839649542757,46.35758790309501
1.1465180492673455,2.454962838307274,46.33549817670756
1.1417351531396411,2.45407883938473,46.31335592609768
1.1369622542099438,2.453187676184837,46.291161184578115
1.1321993524782532,2.4522893720553696,46.26891398440973
1.1274464479445696,2.451383950282426,46.246614356808806
1.122703540608893,2.4504714340906797,46.224262331954286
1.1179706304712231,2.449551846643636,46.2018579389949
1.1132477175315603,2.448625211043883,46.17940120605622
1.1085348017899042,2.447691550333342,46.15689216024764
1.103831883246255,2.446750887493518,46.134330827669224
1.0991389619006129,2.445803245445747,46.11171723341854
1.0944560377529775,2.4448486470514434,46.08905140159734
1.089783110803349,2.4438871151123434,46.0663333553182
1.0851201810517277,2.44291867237075,46.043563116711084
1.080467248498113,2.441943341509775,46.02074070692978
1.0758243131425054,2.4409611451535795,45.997866146158316
1.0711913749849047,2.4399721058676147,45.97493945361725
1.0665684340253108,2.4389762461588576,45.951960647569926
1.0619554902637238,2.43797358847605,45.9289297453286
1.0573525437001439,2.436964155209933,45.90584676326054
1.0527595943345707,2.4359479686934806,45.88271171679402
1.0481766421670045,2.434925051202134,45.85952462042425
1.0436036871974452,2.4338954249540303,45.836285487719245
1.0390407294258928,2.4328591121102354,45.812994331325584
1.0344877688523473,2.4318161347749716,45.789651162974145
1.0299448054768088,2.4307665149958444,45.766255993485736
1.025411839299277,2.4297102747640698,45.742808832776674
1.0208888703197523,2.4286474360146983,45.71930968986427
1.0163758985382345,2.42757802062684,45.69575857287228
1.0118729239547235,2.426502050423885,45.672155489036264
1.0073799465692195,2.4254195471737257,45.64850044470889
1.0028969663817224,2.4243305325889772,45.62479344536514
0.9984239833922322,2.423235028327195,45.60103449560752
0.9939609976007489,2.4221330559910923,45.577223599171134
0.9895080090072724,2.4210246371287574,45.55336075892871
0.9850650176118029,2.4199097932338676,45.529445976895616
0.9806320234143403,2.4187885457459037,45.50547925423473
0.9762090264148846,2.4176609160503624,45.48146059126131
0.9717960266134358,2.4165269254789674,45.45738998744779
0.9673930240099939,2.4153865953098808,45.433267441428484
0.963000018604559,2.414239946767911,45.40909295100427
0.9586170103971309,2.413087001024721,45.3848665131472
0.9542439993877097,2.4119277791990363,45.36058812400505
0.9498809855762954,2.4107623023568485,45.33625777890579
0.945527968962888,2.409590591511622,45.31187547236205
0.9411849495474875,2.408412667624496,45.28744119807547
0.936851927330094,2.4072285516044873,45.26295494894105
0.9325289023107074,2.406038264308692,45.238416717051386
0.9282158744893276,2.404841826542484,45.2138264937009
0.9239128438659548,2.403639259059717,45.18918426938999
0.9196198104405889,2.4024305825629186,45.164490033829125
0.9153367742132299,2.401215817703491,45.13974377594291
0.9110637351838778,2.3999949850819036,45.114945483874074
0.9068006933525327,2.39876810524789,45.0900951449874
0.9025476487191944,2.39753519870064,45.065192745873645
0.898304601283863,2.3962962858889933,45.040238272353356
0.8940715510465386,2.3950513872116317,45.01523170948068
0.889848498007221,2.3938005230172674,44.99017304154709
0.8856354421659103,2.3925437136048346,44.965062252085076
0.8814323835226066,2.391280979223677,44.9398993238718
0.8772393220773097,2.390012340073736,44.91468423893268
0.8730562578300197,2.3887378163057362,44.889416978544936
0.8688831907807367,2.3874574280213725,44.864097523241085
0.8647201209294606,2.386171195273493,44.8387258528124
0.8605670482761913,2.3848791380662835,44.813301946312315
0.8564239728209291,2.383581276355449,44.78782578205976
0.8522908945636737,2.382277630048397,44.7622973376425
0.8481678135044252,2.3809682190044166,44.7367165899204
0.8440547296431836,2.3796530630348585,44.71108351502862
0.839951642979949,2.378332181903314,44.68539808838082
0.8358585535147212,2.377005595325793,44.659660284672306
0.8317754612475002,2.3756733229709006,44.63387007788307
0.8277023661782863,2.374335384460012,44.60802744128088
0.8236392683070792,2.3729917993674494,44.582132347424285
0.819586167633879,2.3716425872206544,44.556184768165544
0.8155430641586858,2.3702877675003617,44.53018467465358
0.8115099578814995,2.3689273596407716,44.50413203733686
0.80748684880232,2.3675613830297215,44.4780268259662
0.8034737369211475,2.3661898570088553,44.45186900959759
0.7994706222379819,2.3648128008737936,44.42565855659495
0.7954775047528232,2.3634302338743027,44.39939543463286
0.7914943844656714,2.362042175214462,44.37307961069918
0.7875212613765266,2.3606486440528305,44.34671105109777
0.7835581354853886,2.3592496595026144,44.32028972145105
0.7796050067922574,2.35784524063183,44.293815586702536
0.7756618752971333,2.3564354064634703,44.26728861111942
0.771728741000016,2.3550201759756657,44.24070875829502
0.7678056039009056,2.3535995681018504,44.21407599115125
0.7638924639998022,2.352173601730921,44.187390271941
0.7599893212967056,2.3507422957073993,44.16065156225056
0.7560961757916159,2.349305668831591,44.133859823001906
0.7522130274845332,2.3478637398597466,44.10701501445505
0.7483398763754574,2.3464165275042186,44.08011709621028
0.7444767224643885,2.34496405043362,44.05316602721041
0.7406235657513265,2.343506327272981,44.026161765742955
0.7367804062362714,2.3420433766039044,43.99910426944233
0.7329472439192232,2.340575216964723,43.97199349529193
0.7291240788001818,2.339101866850651,43.94482939962628
0.7253109108791475,2.337623344713941,43.91761193813304
0.72150774015612,2.336139668964034,43.89034106585508
